Date,Username,Name,Location,Followers,Text
2020-04-19 23:59:25,@Tjd147Thomas,Thomas D,,224,"@dicegreene YES! I read on the news that this sports star and that celebrity and  politician is positive for COVID-19, then  some poor smhmuck endsup  in the ICU after being sent home, with a fever and symptoms; then ends up in the ICU?"
2020-04-19 23:59:25,@water7apple,md,,111,What Do We Know about COVID-19 and Pets? https://t.co/ZlGq65e8Bz via @GovExec
2020-04-19 23:59:25,@JaredKennedyTX,Jared Kennedy,"Fort Worth, Texas ",400,@JBlaineTrain Of COVID-19 I’m sure. Haha
2020-04-19 23:59:25,@channelstv,Channels Television,Nigeria,3728735,Lagos Records 70 New Cases Of COVID-19 In One Day. https://t.co/LQ1wnOE7M1 https://t.co/wxNuoFgjvS
2020-04-19 23:59:24,@exogracia,엑소,,892,All 2000+ McDonald's outlets in Singapore are closed due to 7 staffs from 7 different outlets are tested positive for Covid-19
2020-04-19 23:59:23,@edificelabs,Edifice Labs,Bangalore,215,@PressSec @realDonaldTrump Invoking the Divine Feminine.Please rescue us .We surrender. https://t.co/9zOL4UYdcE @narendramodi @realDonaldTrump @EmmanuelMacron @AngelaMerkeICDU @KremlinRussia @AbeShinzo @BarackObama @ScottMorrisonMP #COVID #Covid_19 #quarantine #QuarantineLife #StayAtHome #StayHome #Corona
2020-04-19 23:59:23,@lmonseb,Laurie Monsebraaten,Toronto,2625,"“Homes run on a for-profit basis tend to have lower staffing levels, more verified complaints, and more transfers to hospitals, as well as higher rates for both ulcers and morbidity.” https://t.co/DanJOs5PE2 via @torontostar @saramojtehedz"
2020-04-19 23:59:23,@r_rebuild,twitt r rebuild,,303,@Robin_Hagues @JJCrosstrainers The U.N. IPCC has allowed the CCP to be exempt from adhering to their own goals &amp; the U.N. WHO  allowing the CCP to control the direction of our health care &amp; cause economic pain &amp; confusion around the world &amp; lie about COVID-19! The CCP hoped to use all this for global gain!
2020-04-19 23:59:22,@HardinHonda,Hardin Honda,"Anaheim, CA",417,Honda Helps those impacted by the COVID-19 pandemic. Discover more about what Honda Financial is doing to help your family: https://t.co/y1iMEVQLSP https://t.co/R23VzfwwAI
2020-04-19 23:59:22,@elkinsDIC,Darrell Ian Campbell (DiC),"Jenkins, KY",69,@EvilGlobe Old Rose in movie: It's been 84 years.  Matt in response: That's what it feels like going through this Covid-19 lockdown.  *Dic and Janet laugh*
2020-04-19 23:59:22,@LoganTidrow88,Logan K Tidrow,"Petersboro, Utah",510,@KellyVaughen @KUTV2News What in the actual hell is going on here...wow I'm just so dumbfounded by people during this covid-19 pandemic!
2020-04-19 23:59:21,@JuliaColemanMD,"Julia R Coleman, MD MPH","Colorado, USA",1566,"No TEG...PT, PTT, fibrinogen, and D-dimer are most useful (and, likely, the most readible available) markers for #COVID19 coagulopathy Recommendations for Minimal Laboratory Testing Panels in Patients With COVID-19: Potential for Prognostic Monitoring https://t.co/JmmrV3YsZF"
2020-04-19 23:59:21,@patriciaetyson,"(((Patricia Tyson, RN/BSN)))","Chicago, IL",2591,"@Yamiche Those dying from covid-19 want their lives back, too."
2020-04-19 23:59:20,@whitekidangel,traf.es.miguel,"Houston, TX",28,"I'm remembering the last day before all this shit happened. March 6, 5th period, we were leaving and Dr. A said ""Even if they make us stay at home for a long time, I will still make you practice for the STAAR test"" look at us now, America is reaching 800,000 cases of covid-19..."
2020-04-19 23:59:19,@david4potus2020,David Limbaugh,"Murfreesboro, Tennessee",750,@Yamiche Cabin Fever?   Watch THIS @realDonaldTrump @foxnews @IngrahamAngle @claytravis @JudgeJeanine   https://t.co/fdIHrKKrGM    https://t.co/I0ReGpXcsG  https://t.co/RSX43AvmC9  https://t.co/uNO6JQELYZ  #IAmMadAsHell https://t.co/jydwvFoYJF
2020-04-19 23:59:19,@DigiEnabledNews,Digi Enabled News,"Bloomfield, NM USA",78,"In the words of Forest Gump, ""Stupid is, as stupid does."" We'll read about them 3 to 6 weeks from now when there is a surge in COVID-19 numbers. https://t.co/gcS2xpZPT2"
2020-04-19 23:59:19,@witt24907940,@witt,,14,@dwallacewells @joncoopertweets And @mcuban gives Trump an “A” for his response to covid-19.  Wake up @mcuban!
2020-04-19 23:59:19,@mjritchi2,John Ritchie 🇭🇰😷Stand with Hong Kong😷🇭🇰,United States,1308,"Love it! Everyone needs to start the #ABC_Challenge!  You better #wakeup @Walmart, @DollarGeneral, @target, @amazon, @DollarTree, @jcpenney, @kohls..it’s coming. Get on the phone on Monday+tell your suppliers to get the hell out of #China!  #ChinaLiedAndPeopleDied  #CoronaVirus https://t.co/E8i0uVhlob"
2020-04-19 23:59:18,@timgarrity2010,Tim Garrity,New Jersey,22,@conquercovid19 is this limited to just Canada? I was hospitalized for a week earlier this month with covid-19. I’m just looking to contribute any way I can.
2020-04-19 23:59:18,@PSDnews,ProSportsDaily,,2616,5 MLB Players Who Will Retire if 2020 Season is Canceled  #TheHaloWay #LosAngelesAngeles #TimeToFly #StLouisCardinals #EverybodyIn #ChicagoCubs  #OnePursuit #WashingtonNationals #Coronavirus #MLB #MLBTwitter  Read More - https://t.co/KruPmB2GX3 https://t.co/YqDcqS6BUE
2020-04-19 23:59:17,@TeeUnkle,UnkleTee,"Jos, Nigeria",269,"The only way Lagosians will stay in their houses and take this seriously is if you announce this thing by street and by estate. If you tell me for example that 2 people have Covid-19 in my estate, I won’t even bother answering anyone that tells me good morning or waves at me."
2020-04-19 23:59:17,@Sean41544655,Sean,,17,"“The people who didn’t come here went to Italy”!!?!? Oh, sure the Mexico-Italy Thruway. 🧶🐈 #TrumpPressConference #coronavirus #MSNBC"
2020-04-19 23:59:17,@naxirali,Nazir R. Ali,"Kano, Nigeria",618,@aashariff @NCDCgov Oga its #COVID19 or #COVIDー19 or #Covid_19 any how but not #CONVID19....I stand to be corrected too
2020-04-19 23:59:16,@michaelangeloqg,Michael Angelo,"Iloilo City, Philippines",1464,1 duty down from this od-fd cycle til i dont know when. Game changer talaga tong covid 19 na to. Fu! Can we restart 20/20. There’s no such thing as that huhu pero laban lang. :)
2020-04-19 23:59:16,@KFCAustralia,KFC Australia,,29612,"@benxcho Hey Ben, all KFCs nationwide are following the highest levels of hygiene and food safety, in line with WHO and government guidelines. We’ve removed in-restaurant dining so people can exercise social distancing, provided our people with additional COVID-19 hygiene training, [1/2]"
2020-04-19 23:59:16,@omnologos,Maurizio Morabito,"London, UK",2587,"#coronavirus deaths in Italy display huge, clustered quasi-geographical differences https://t.co/r3I1PuuOWi"
2020-04-19 23:59:15,@jlllee,Joyce Lee,NYC,14,"@billmaher I get what you’re saying about the name of COVID-19. Yes, viruses have been made by the origin of the virus. However, Spanish people weren’t physically assaulted. This is not a matter of a politically correctness. It’s about safety"
2020-04-19 23:59:15,@SteveRiccoboni,Steve Riccoboni,,10,"Trump said he made a Great Deal with China to get this Covid-19 virus.  He is happy about this deal, and hopes he has many many more news conferences as long as this virus keeps going..."
2020-04-19 23:59:15,@moorsteveo,🚴‍♂️ Steve Moore☕️🍩🍺🥂🍷🍾,"Dublin, Ireland",402,At least we don’t have Monday blues anymore... every days the same 🤣🤣🤣#coronavirus #StayatHome
2020-04-19 23:59:15,@GregorioMeraz1,Gregorio Meraz,"Washington, DC",4563,"Even under urgent warnings of his CDC, Intel Agencies &amp; Advisors this failed Impeached president missed almost 3 months to stop the #Coronavirus allowing a fast spread and now cynically just wants to change facts and claim credit he doesn’t deserve and politicizes others work! https://t.co/uVb6EoLqmC"
2020-04-19 23:59:15,@CivArchive,Jerry Hall,(We've got a lot to learn) USA,1007,And a link to the entire thread in document form: https://t.co/cW4X9UBJPR
2020-04-19 23:59:15,@L0rdCROISSANT,L0rdCROISSANT,,403,Thousands of Israelis brave COVID-19 health risks to protest against Netanyahu https://t.co/10pZVkNEWa
2020-04-19 23:59:13,@SBCountyPH,SBCDPH,"San Bernardino, CA",1620,WHO Health Alert brings COVID-19 facts to billions via WhatsApp https://t.co/mstMoom5Dh
2020-04-19 23:59:13,@edificelabs,Edifice Labs,Bangalore,215,@kaitlancollins Invoking the Divine Feminine.Please rescue us .We surrender. https://t.co/9zOL4UYdcE @narendramodi @realDonaldTrump @EmmanuelMacron @AngelaMerkeICDU @KremlinRussia @AbeShinzo @BarackObama @ScottMorrisonMP #COVID #Covid_19 #quarantine #QuarantineLife #StayAtHome #StayHome #Corona
2020-04-19 23:59:13,@MeshBreaking,Mesh // Breaking - Raw News & Video,deep inside the filter bubble,657,🤢🤒😷COVID-19 UPDATE😷🤒🤢  🦠 // 10 million swab tests ready  🇺🇸 // US tested more than world  ✈️ // 64 planes of PPE sent - 50 scheduled  🧓🏻 // Nursing homes must report to CDC   💰 // Trump reports G7 Countries economies shattered  #COVIDー19  #coronavirus  #COVID19Update https://t.co/U8tebs0pJe
2020-04-19 23:59:12,@coolkay,Karen Riedl,"Bailey, Colorado",739,Events postponed or canceled at the Florida State Fairgrounds.... https://t.co/nIf0hFEEeU
2020-04-19 23:59:11,@j082298,Jacqueline Gan,FL,5324,Listen to two brave doctors discussing #coronavirus #COVIDー19 #COVID19 and many other issues. MUST SEE. https://t.co/tC1ZywQNH7
2020-04-19 23:59:11,@post_asia,Post of Asia,,127,"1,324 coronavirus COVID-19 cases reported in 24 hours, tally jumps to 16,116, death toll at 519 https://t.co/aChqaU8Z64 https://t.co/3xdJxNg6BD"
2020-04-19 23:59:11,@P4tla,moi,,262,@mrjamesob @Nigel_Farage @NickFerrariLBC @LBC - the attached video would make a good discussion. Has #coronavirus changed perceptions towards #europeans and other foreign nationals?! https://t.co/JzzkpWbLGR
2020-04-19 23:59:11,@ValerieHogan,Valerie Hogan,,109,"Coronavirus Bay Area live updates: San Francisco reports overnight increase of COVID-19 cases, total at 1,157 - ABC7 San Francisco #SmartNews  https://t.co/O3iCVjXQYH"
2020-04-19 23:59:11,@kujocelyn,Lady J,"Broward County, FL",1066,"Who is this dumbazz reporter trying to blame the Obama Admin for the CDC's failure on the #coronavirus tests?? Wtf?? Ummm...the #coronavirus is a NEW virus, so how  tf could it ever be his fault when he left office in 2017...it's 2020 bish!!  #TrumpPressConference https://t.co/WetzfhlUWp"
2020-04-19 23:59:10,@ptowns2,Paul Townsend,Dallas,199,"If COVID-19 has taught me anything, it’s that I really like sweatpants and old tshirts."
2020-04-19 23:59:10,@TheBeeze34,Tim McNeeley,"Erie, PA",335,Stay the fuck home!  https://t.co/NFJvg3lens
2020-04-19 23:59:10,@coastguardph,Philippine Coast Guard,"139 25th St Port Area, Manila",28722,"WATCH: Members of Task Group Laban COVID-19 Water Cluster assisted in loading raw materials for the production of face shields, as well as multivitamins aboard M/Y MAAP 1 to be ferried to Mariveles, Bataan yesterday, 19 April 2020.   #DOTrPH🇵🇭 #CoastGuardPH #MaritimeSectorWorks https://t.co/Mt8DK4sUvJ"
2020-04-19 23:59:09,@futomacaan,macaan,FUTO WAYN,19,@FabrizioRomano Any news on covid-19 ending? @FabrizioRomano
2020-04-19 23:59:09,@Yahtahei,Yahtahei,https://gab.ai/Yahtahei,1881,@primaporta0317 @Woejo @RepAdamSchiff The survival rate for CoVid-19 is 98%. That is NOT “mass deaths”.
2020-04-19 23:59:09,@northfieldclin1,Northfield Clinic,,20,"US COVID-19 total tops 700,000; cases spike in Russia, parts of Asia https://t.co/cb9CUfw8Xp"
2020-04-19 23:59:09,@AlArabiya_Eng,Al Arabiya English,Dubai,835493,"Watch: A virtual concert packed with A-listers – from The Rolling Stones to Taylor Swift to Billie Eilish – entertained fans around the world with a show celebrating health workers, as billions shelter at home due to #coronavirus.  #OneWorldTogetherAtHome  https://t.co/VYfrfND6ch https://t.co/yxbh2TuMV7"
2020-04-19 23:59:08,@AbleGoodman,John Wilkenson,"Grand Junction, CO, USA",3246,"Yo @MarketWatch: ""Experts believe"", &amp; ""experts also believe""? Give us a break. I was just at Lowe's where seeds R ""non-essential"" &amp; garden plants R ""essential"". The ""experts"" R lying propagandists. COVID-19 was ENGINEERED &amp; turned loose on humanity. Cc: @realDonaldTrump 😁😁🇺🇸🇺🇸"
2020-04-19 23:59:07,@localkebab,Local Kebab,"San Diego, CA",79,"UPDATE: Care packages for the UCSD 10th floor (nurses of ICU, for covid-19 patients) got their breakfast this morning. And some of the families got packages earlier this week. Thanks to all of you! Please tag your… https://t.co/JvaNWhx9wC"
2020-04-19 23:59:07,@Stl_Cardinals2,KPCole,north Carolina,35,I'm reading about all the protests of stay at home orders&amp; people think that covid-19 is just got go away.nope no way until they have a vaccine.if they reopen the country completely I believe it will be a grave mistake.second wave for sure.guess I'll keep my ass in the house
2020-04-19 23:59:07,@PedroLua80,MoonShadow,Moon,84,"@AmorAVerdade @dazel2 @Inevitable_ET cant read the actions its a bit we go with the flow....so we dont reveal much of ""our"" agenda if they have any.  it is strage the covid 19 numbers are very low if you compare to spain. and the amount of chinese shops there is???? coincidence i dont know"
2020-04-19 23:59:07,@NofNews_Ghana,NetworkOfNews Ghana,Ghana,1437,THE TIME TO ACT IS NOW: Letter Addressed to African Leaders Concerning the COVID-19 Crisis The threats that are hanging over the... https://t.co/URlHCZERiP https://t.co/iLaG9Ztmz9
2020-04-19 23:59:07,@AuntyIndian3,AuntyIndian,,86,"Dear @MJALSHRIKA , please check the tweets of @MaridhasAnswers as well. We have reported to @TwitterIndia as well on the #hate incited by Maridhas against #islam. We have reported to @narendramodi as well, but no action has been taken. #coronavirus #COVID19"
2020-04-19 23:59:07,@ryelle62,Ray Yelle,Central NJ,195,"@phreehold1 @SaveJersey Two obvious points.  1) ""No deaths yet"" doesn't mean it'll stay that way if schools open. What's gained that justifies that risk?  2) What about the staff and older family members at home these kids will pass COVID-19 back and forth to? It's the opposite of social distancing."
2020-04-19 23:59:07,@glamtush,Glam Tush,"Lagos, Nigeria",484,Breaking: NCDC Confirms 86 New COVID-19 Cases In Nigeria https://t.co/I0xJHBpgDx https://t.co/xM9J7t86cj
2020-04-19 23:59:07,@LitaIsumu,Lita @TAMEAMEA,"California, USA",0,CNN is  PATHETIC!#Coronavirus
2020-04-19 23:59:06,@aadityashah4065,Aaditya M Shah,"Dublin, Ireland",106,"There is Discipline, now you why in our country the COVID-19 spread is going to explode. I wish that people understand the drastic loses that this Virus can bring along.  #IndiaFightsCorona #IndiaFightsCOVID19 https://t.co/FIE0Kfqh1j"
2020-04-19 23:59:06,@ECLamb,Ellen Clair Lamb,"Arlington, VA",2412,"Today's briefing had one item of news, which yesterday's did not: nursing homes must report COVID-19 infections to patients, their families, and the CDC. That's a good thing."
2020-04-19 23:59:05,@Nataya,Nataya,"Boulder, Co",4492,It's @POTUS44 fault that he didn't have the CDC develop a tests for Covid 19 which started in 2019   Back 4 years ago  He was supposed to imagine a new virus and come up with a specific test for it...   #TrumpLiesPeopleDie
2020-04-19 23:59:05,@Sassyredneck4,Jaden Gibson,"Madisonville, TN",449,Me when this Covid-19 passes @GrimsToyShow https://t.co/kKgB8PEimS
2020-04-19 23:59:05,@dmedialab,Disrupt MediaLab,,19542,Homemade masks and COVID-19 https://t.co/GFLnZSbbQQ via @medium https://t.co/QY8vbpBVIW
2020-04-19 23:59:04,@FerransRichard,Richard Ferrans,SOBE/CHI,3241,"@DanielNewman IF YOU LOOKED “UNDER THE HOOD”:  MAYBE she survived Covid-19 infection &amp; has convalescent plasma rich in neutralizing antibodies. She, like you, could help save many lives by being a potential donor @MountSinaiNYC and @MethodistHosp   Everything changed, yet remains the same."
2020-04-19 23:59:04,@edificelabs,Edifice Labs,Bangalore,215,@kaitlancollins @realDonaldTrump Invoking the Divine Feminine.Please rescue us .We surrender. https://t.co/9zOL4UYdcE @narendramodi @realDonaldTrump @EmmanuelMacron @AngelaMerkeICDU @KremlinRussia @AbeShinzo @BarackObama @ScottMorrisonMP #COVID #Covid_19 #quarantine #QuarantineLife #StayAtHome #StayHome #Corona
